#;scans;Technique_of_Medical_Image;Plane;body_part;modality_label_rm;Secuence_label;calidad;modality_label_rx;modality_label_ct;modality_label_nm;modality_label_us;modality_label_light;modality_label_elec;modality_label_oph;Columna2;Contrast
3;T2W_TSENERVIOOPTICOOPCIONAL;MRI;;;T2w;tse;;;;;;;;;;
3;AXT1SPGR;MRI;ax;;T1w;;;;;;;;;;;
3;CORONALT1FSORBITASGD;MRI;cor;;T1w;;;;;;;;;;;GD
3;VolumeRPS;MRI;;;;;;;;;;;;;;
3;SagT2CERV;MRI;sag;;T2w;tse;;;;;;;;;;
3;axialLGD;MRI;ax;;;;;;;;;;;;;GD
3;CorT2FSEFINO;MRI;cor;;T2w;tse;;;;;;;;;;
3;DPT22;MRI;;;T2w;tse;;;;;;;;;;
3;SagT1FSEFSAT;MRI;sag;;T1w;;;;;;;;;;;
3;coronalT2FLAIR30;MRI;cor;;T2w;tse;;;;;;;;;;
3;AXIT1cervicalcte;MRI;ax;;T1w;;;;;;;;;;;
3;t2_haste_diff_cor_p2B0PROPELLER;MRI;cor;;T2w;haste;;;;;;;;;;
3;SAG3DSPGRT1;MRI;sag;;T1w;;3D;;;;;;;;;
3;DTI;MRI;;;;;;;;;;;;;;
3;DWIPROPELLERCORTEFINO;MRI;cor;;dwi;;;;;;;;;;;
3;T2FFE;MRI;;;T2w;tse;;;;;;;;;;
3;SAGITALT1DORSALGD;MRI;sag;;T1w;;;;;;;;;;;GD
3;AxCubeT2FIESTA;MRI;ax;;;;;;;;;;;;;
3;CORTSA;MRI;cor;;;;;;;;;;;;;
3;MultiPlanarReconstructionMPROb_Sag_RL_Average_sp094_t;MRI;sag;;;;;;;;;;;;;
3;MultiPlanarReconstructionMPROb_Cor_AP_Average_sp094_t;MRI;cor;;;;;;;;;;;;;
3;VASCCAROTIDAS_MIP_COR;MRI;cor;;;;;;;;;;;;;
3;FLAIR_LongTR_partial_fat_supp;MRI;;;;;;;;;;;;;;
3;cor3dcervical;MRI;cor;;;;3D;;;;;;;;;
3;AxDWIPROPELLER;MRI;ax;;dwi;;;;;;;;;;;
3;DIFUSION0450700;MRI;;;dwi;;;;;;;;;;;
3;MPROb_Sag_RL_Average_sp075_th075;MRI;sag;;;;;;;;;;;;;
3;MPROb_Cor_AP_Average_sp075_th075;MRI;cor;;;;;;;;;;;;;
3;SagCUBET1FS;MRI;sag;;T1w;;;;;;;;;;;
3;SAGFSET2CERVICODORSAL;MRI;sag;;T2w;tse;;;;;;;;;;
3;t2_spc_dafl_sag_flair;MRI;sag;;T2w;tse;;;;;;;;;;
3;AXIALFSPGRBRAVOC;MRI;ax;;;;;;;;;;;;;
3;AXIAL3DISOcongd;MRI;ax;;;;3D;;;;;;;;;GD
3;DWSSh1000;MRI;;;;;;;;;;;;;;
3;GADO;MRI;;;;;;;;;;;;;;GD
3;coronalt2;MRI;cor;;T2w;tse;;;;;;;;;;
3;SagT1FSEc;MRI;sag;;T1w;;;;;;;;;;;
3;MR1-SagT1MEMP;MRI;sag;;T1w;;;;;;;;;;;
3;AXIALT1SEgd;MRI;ax;;T1w;;;;;;;;;;;GD
3;AXT1FATSATALTARESOLUCION;MRI;ax;;T1w;;;;;;;;;;;
3;Cor3DT1SPGRS;MRI;cor;;T1w;;3D;;;;;;;;;
3;AXLAVATARDIA;MRI;ax;;;;;;;;;;;;;
3;SAGINFSDORSAL;MRI;sag;;;;;;;;;;;;;
3;Calib;MRI;;;;;;;;;;;;;;
3;COR3DT1;MRI;cor;;T1w;;3D;;;;;;;;;
3;STIRTSECORSENSE;MRI;cor;;;stir;;;;;;;;;;
3;FIESTA3DSAGITAL;MRI;sag;;;;3D;;;;;;;;;
3;FLUJOGRADIENTEAXIAL15_MAG;MRI;ax;;;;;;;;;;;;;
3;t2_tse_cor__3mm;MRI;cor;;T2w;tse;;;;;;;;;;
3;MR2-CoronalMIP;MRI;cor;;;;;;;;;;;;;
3;SAGT2DORSALGD;MRI;sag;;T2w;tse;;;;;;;;;;GD
3;SagT1FSEDORSAL;MRI;sag;;T1w;;;;;;;;;;;
3;AXIAL_3D_ISO_con_gd;MRI;ax;;;;3D;;;;;;;;;GD
3;AxT2FSERTSINOCOLABORA;MRI;ax;;T2w;tse;;;;;;;;;;
3;DIFUSION0450700_ADC;MRI;;;dwi;;;;;;;;;;;
3;TRA;MRI;ax;;;;;;;;;;;;;
3;GADOAXIAL;MRI;ax;;;;;;;;;;;;;GD
3;AxDWIb800GATRESP;MRI;ax;;dwi;;;;;;;;;;;
3;AxLAVAMULTIFASE;MRI;ax;;;;;;;;;;;;;
3;CORONALT1GADOLINIO;MRI;cor;;T1w;;;;;;;;;;;GD
3;MR2-oi;MRI;;;;;;;;;;;;;;
3;SAGT1GDCERVICAL;MRI;sag;;T1w;;;;;;;;;;;GD
3;3DSENO;MRI;;;;;3D;;;;;;;;;
3;SAGT1SPGRC;MRI;sag;;T1w;;;;;;;;;;;
3;SAGt1cte;MRI;sag;;T1w;;;;;;;;;;;
3;VEN_BOLD;MRI;;;;;;;;;;;;;;
3;SWI;MRI;;;SWI;;;;;;;;;;;
3;AXIALNAVEGADOR3DISO;MRI;ax;;;;3D;;;;;;;;;GD
3;SagT1MEMPgad;MRI;sag;;T1w;;;;;;;;;;;
3;MR1-SAGITALT1;MRI;sag;;T1w;;;;;;;;;;;
3;IRCORONAL;MRI;cor;;;;;;;;;;;;;
3;NAVEGACION;MRI;;;;;;;;;;;;;;
3;AXflujo5;MRI;ax;;;;;;;;;;;;;
3;CORT2loc;MRI;cor;;T2w;tse;;;;;;;;;;
3;SAGSTIRGD;MRI;sag;;;stir;;;;;;;;;;GD
3;MR1-DIFFUSIONB1000;MRI;;;dwi;;;;;;;;;;;
3;DPT2;MRI;;;PDT2;;;;;;;;;;;
3;SUB_S15S13_1;MRI;;;;;;;;;;;;;;
3;T2W_FLAIR;MRI;;;T2w;tse;;;;;;;;;;
3;SAGSTIRCERVICALGD;MRI;sag;;;stir;;;;;;;;;;GD
3;_MIP_Rango_2__;MRI;;;;;;;;;;;;;;
3;CORT1SPGR;MRI;cor;;T1w;;;;;;;;;;;
3;AXIALT1PREGD;MRI;ax;;T1w;;;;;;;;;;;GD
3;SAGITALT1FSGDCERV;MRI;sag;;T1w;;;;;;;;;;;GD
3;SAGT1GDDORSAL;MRI;sag;;T1w;;;;;;;;;;;GD
3;SagSTIRdorsalcte;MRI;sag;;;stir;;;;;;;;;;
3;3PlaneLoc;MRI;3pl;;;;;;;;;;;;;
3;SAGSTIROD;MRI;sag;;;stir;;;;;;;;;;
3;corcte;MRI;cor;;;;;;;;;;;;;
3;SAGSTIROI;MRI;sag;;;stir;;;;;;;;;;
3;AXIALT13dCEREBRAL;MRI;ax;;T1w;;3D;;;;;;;;;
3;FLUJOSAGITAL;MRI;sag;;;;;;;;;;;;;
3;SAGT2FLAIR;MRI;sag;;T2w;tse;;;;;;;;;;
2;SAGT1cercte;MRI;sag;;T1w;;;;;;;;;;;
2;t1_vibe_dixon_tra_p2_bh_320_F;MRI;ax;;T1w;;;;;;;;;;;
2;SAGT1DRETA;MRI;sag;;T1w;;;;;;;;;;;
2;_MIP_Rango_3__;MRI;;;;;;;;;;;;;;
2;SagT2DORSOLUMBARGD;MRI;sag;;T2w;tse;;;;;;;;;;GD
2;SagT2frFSELUMBARGD;MRI;sag;;T2w;tse;;;;;;;;;;GD
2;AXIT13DFSGD;MRI;ax;;T1w;;3D;;;;;;;;;GD
2;eAXT1IRSENSE;MRI;ax;;T1w;;;;;;;;;;;
2;AXIALT2FSRTSINOCOLABORA;MRI;ax;;T2w;tse;;;;;;;;;;
2;MR1-mpraxialflair;MRI;ax;;;;;;;;;;;;;
2;SagT1FSEdorsallumbar;MRI;sag;;T1w;;;;;;;;;;;
2;FSPGRBRAVOgd;MRI;;;;;;;;;;;;;;GD
2;CORT13DCTE;MRI;cor;;T1w;;3D;;;;;;;;;
2;SAGSTIRLUMBAR;MRI;sag;;;stir;;;;;;;;;;
2;COR_T2_HR__lesion_;MRI;cor;;T2w;tse;;;;;;;;;;
2;3,77371E+14;MRI;;;;;;;;;;;;;;
2;axiT1;MRI;ax;;T1w;;;;;;;;;;;
2;AXDPasset;MRI;ax;;;;;;;;;;;;;
2;SAGT1FATSATINGD;MRI;sag;;T1w;;;;;;;;;;;GD
2;AXCINEv20;MRI;ax;;;;;;;;;;;;;
2;SAGFSET1cervicaldorsal;MRI;sag;;T1w;;;;;;;;;;;
2;SAGT1SEGD;MRI;sag;;T1w;;;;;;;;;;;GD
2;SAGITAL3DVENOSO_TT10s_SUB;MRI;sag;;T1w;;3D;;;;;;;;;
2;3,37371E+14;MRI;;;;;;;;;;;;;;
2;MR2-SAGITALSTIRCERV;MRI;sag;;;stir;;;;;;;;;;
2;DIFUSIONcoronal;MRI;cor;;dwi;;;;;;;;;;;
2;MobiViewSAGT2W_TSECLEAR;MRI;sag;;;tse;;;;;;;;;;
2;Ax3DFAME;MRI;ax;;;;3D;;;;;;;;;
2;AXISSFSET2;MRI;ax;;T2w;tse;;;;;;;;;;
2;DWSSH;MRI;;;;;;;;;;;;;;
2;PILOTO3D;MRI;;;;;3D;;;;;;;;;
2;SAGT1FSCAR;MRI;sag;;T1w;;;;;;;;;;;
2;LOCDORSOLUMBAR;MRI;;;;;;;;;;;;;;
2;AXT2BLOQUECERVICAL;MRI;ax;;T2w;tse;;;;;;;;;;
2;MR4-CoronalMIP;MRI;cor;;;;;;;;;;;;;
2;3DI_MC_HR;MRI;;;;;3D;;;;;;;;;
2;LOCCERVICODORSAL;MRI;;;;;;;;;;;;;;
2;IZQTSA;MRI;;;;;;;;;;;;;;
2;3,35841E+14;MRI;;;;;;;;;;;;;;
2;CORGRADIENTET2;MRI;cor;;T2w;gre;;;;;;;;;;
2;sagstirDORSAL;MRI;sag;;;stir;;;;;;;;;;
2;FIESTACPREIMPLANTE;MRI;;;;;;;;;;;;;;
2;AxT1FSEThinMC;MRI;ax;;T1w;;;;;;;;;;;
2;MR2-3DAXISENOARTERIAL;MRI;ax;;;;3D;;;;;;;;;
2;WATERAxLAVADINAMICO;MRI;ax;;;;;;;;;;;;;
2;MR1-Transversal;MRI;ax;;;;;;;;;;;;;
2;MASCARA;MRI;;;;;;;;;;;;;;
2;SAGT1GDCERV;MRI;sag;;T1w;;;;;;;;;;;GD
2;AXIALINFSFASE2;MRI;ax;;;;;;;;;;;;;
2;AXIALINFSFASE1;MRI;ax;;;;;;;;;;;;;
2;SAGITALT1FSE;MRI;sag;;T1w;;;;;;;;;;;
2;ILLIS_15;MRI;;;;;;;;;;;;;;
2;PosDisp18SAGITALT2PAT2LUMB;MRI;sag;;T2w;tse;;;;;;;;;;
2;PosDisp16SAGITALT2PAT2LUMB;MRI;sag;;T2w;tse;;;;;;;;;;
2;PosDisp20SAGITALT2PAT2LUMB;MRI;sag;;T2w;tse;;;;;;;;;;
2;PosDisp17SAGITALT2PAT2LUMB;MRI;sag;;T2w;tse;;;;;;;;;;
2;CORTSET2;MRI;cor;;T2w;tse;;;;;;;;;;
2;AXIALT2BLOQUE;MRI;ax;;T2w;tse;;;;;;;;;;
2;2,77211E+14;MRI;;;;;;;;;;;;;;
2;AxialDEPDT2;MRI;ax;;PDT2;;;;;;;;;;;
2;SAGT2HR;MRI;sag;;T2w;tse;;;;;;;;;;
2;SAGT1OD;MRI;sag;;T1w;;;;;;;;;;;
2;SAGT1cervicaldorsalgd;MRI;sag;;T1w;;;;;;;;;;;GD
2;Ax3DFSPGRT1GADOLINIO;MRI;ax;;T1w;;3D;;;;;;;;;GD
2;TRAFLAIR;MRI;ax;;;;;;;;;;;;;
2;Ph4AxLAVAMULTIFASE;MRI;ax;;;;;;;;;;;;;
2;AxT2FSEDORSAL;MRI;ax;;T2w;tse;;;;;;;;;;
2;SAGITALFSET1FSGD;MRI;sag;;T1w;;;;;;;;;;;GD
2;3,29211E+14;MRI;;;;;;;;;;;;;;
2;SAGT1OI;MRI;sag;;T1w;;;;;;;;;;;
2;MIPfinaRango;MRI;;;;;;;;;;;;;;
2;AXIDP2NEX;MRI;ax;;;;;;;;;;;;;
2;SUB_S18S16_1;MRI;;;;;;;;;;;;;;
2;SUB_S19S16_1;MRI;;;;;;;;;;;;;;
2;mipvenoso;MRI;;;;;;;;;;;;;;
2;SAGT2OD;MRI;sag;;T2w;tse;;;;;;;;;;
2;AX3DGDALOS30SEG;MRI;ax;;;;3D;;;;;;;;;GD
2;CorT1CfsCONCIV;MRI;cor;;T1w;;;;;;;;;;;
2;SAGITALT2ALTARESOL;MRI;sag;;T2w;tse;;;;;;;;;;
2;flash_12_throughplane;MRI;;;;flash;;;;;;;;;;
2;flash_20_throughplane;MRI;;;;flash;;;;;;;;;;
2;flash_18_throughplane;MRI;;;;flash;;;;;;;;;;
2;SAGT2OI;MRI;sag;;T2w;tse;;;;;;;;;;
2;3,36871E+14;MRI;;;;;;;;;;;;;;
2;AXIALT1FSEDORSALGD;MRI;ax;;T1w;;;;;;;;;;;GD
2;SagCUBEDIRWMNull;MRI;sag;;;;;;;;;;;;;
2;MR2-mprcoronalflair;MRI;cor;;;;;;;;;;;;;
2;CORT1FSC;MRI;cor;;T1w;;;;;;;;;;;
2;SagT2FRFSE;MRI;sag;;T2w;tse;;;;;;;;;;
2;SAGTRUFIDORSAL;MRI;sag;;;;;;;;;;;;;
2;AxT1SEPERFU;MRI;ax;;pwi;;;;;;;;;;;
2;Ax3DFSPGRFAMECTE;MRI;ax;;;;3D;;;;;;;;;
2;CorT2SSFSEBHASSET;MRI;cor;;T2w;tse;;;;;;;;;;
2;AXIALT2FSEXL;MRI;ax;;T2w;tse;;;;;;;;;;
2;SAGITALT1SEFSGD;MRI;sag;;T1w;;;;;;;;;;;GD
2;MR3-mprcoronal;MRI;cor;;;;;;;;;;;;;
2;axT1FSEc;MRI;ax;;T1w;;;;;;;;;;;
2;PosDisp23AXIALT2DISCOSLUMB;MRI;ax;;T2w;tse;;;;;;;;;;
2;1,70371E+14;MRI;;;;;;;;;;;;;;
2;Ph1AxLAVAXV;MRI;ax;;;;;;;;;;;;;
2;FSPGRNAVEGADOR;MRI;;;;;;;;;;;;;;GD
2;SAGITALINFSGD;MRI;sag;;;;;;;;;;;;;GD
2;T2TSETRASENSE;MRI;ax;;T2w;tse;;;;;;;;;;
2;AXIALT1IRPEDIATRICO;MRI;ax;;T1w;;;;;;;;;;;
2;2,69092E+15;MRI;;;;;;;;;;;;;;
2;2,69091E+15;MRI;;;;;;;;;;;;;;
2;SAGBRAVOCRANEOC;MRI;sag;;;;;;;;;;;;;
2;VASCANEURISMA2FASE;MRI;;;;;;;;;;;;;;
2;AxT1PERFUSIONgad;MRI;ax;;pwi;;;;;;;;;;;
2;FLAIRSAG;MRI;sag;;;;;;;;;;;;;
2;FSPGR3Dsaghead;MRI;sag;;;;3D;;;;;;;;;
2;MR2-T2W_TSE_HR;MRI;;;T2w;tse;;;;;;;;;;
2;SUSCEPTIBILIDADSWIHR;MRI;;;SWI;;;;;;;;;;;
2;WILLISAP;MRI;;;;;;;;;;;;;;
2;SAGT1GAD;MRI;sag;;T1w;;;;;;;;;;;
2;t1_se_tra_3mm_MT;MRI;ax;;T1w;;;;;;;;;;;
2;SagT1MEMPc;MRI;sag;;T1w;;;;;;;;;;;
2;CORT2SSFSEDORSOLUMBAR;MRI;cor;;T2w;tse;;;;;;;;;;
2;TOFCOR;MRI;cor;;;;;;;;;;;;;
2;MPROb_Sag_RL_Average_sp094_th094;MRI;sag;;;;;;;;;;;;;
2;MR1-s3DI_MC_HR;MRI;;;;;3D;;;;;;;;;
2;MR2-AXI3DT1FSPGR8C5CM;MRI;ax;;T1w;;3D;;;;;;;;;
2;2,68629E+13;MRI;;;;;;;;;;;;;;
2;PosDisp6SAGITALT2CERV;MRI;sag;;T2w;tse;;;;;;;;;;
2;TRATSET1;MRI;ax;;T1w;tse;;;;;;;;;;
2;T1INFSCLEAR;MRI;;;T1w;;;;;;;;;;;
2;s3D_PCA_SAG;MRI;sag;;;;3D;;;;;;;;;
2;TRICKSORBITAS;MRI;;;;;;;;;;;;;;
2;T2EPILEPSIA;MRI;;;T2w;tse;;;;;;;;;;
2;Ax3DFSPGRFAMECAIS;MRI;ax;;;;3D;;;;;;;;;
2;CORONALSTIRORBITAS;MRI;cor;;;stir;;;;;;;;;;
2;t1_vibe_dixon_tra_p2_bh_320_in;MRI;ax;;T1w;;;;;;;;;;;
2;t1_mprage_AXIAL_p2_iso_10;MRI;ax;;T1w;mprage;;;;;;;;;;
2;eWIPT1W_3D_FFECLEAR;MRI;;;T1w;;3D;;;;;;;;;
2;t1_mprage_COR_p2_iso_10;MRI;cor;;T1w;mprage;;;;;;;;;;
2;CORONALGRET2;MRI;cor;;T2w;gre;;;;;;;;;;
2;SENO;MRI;;;;;;;;;;;;;;
2;3DART;MRI;;;;;3D;;;;;;;;;
2;NEURCIRUJIA;MRI;;;;;;;;;;;;;;
2;WILLISHR;MRI;;;;;;;;;;;;;;
2;SUB_S25S18_1;MRI;;;;;;;;;;;;;;
2;AXIALT13dcerebralcte;MRI;ax;;T1w;;3D;;;;;;;;;
2;T1W_SE_tra;MRI;ax;;T1w;;;;;;;;;;;
2;GDAXIALT1FSE;MRI;ax;;T1w;;;;;;;;;;;GD
2;sINV;MRI;;;;;;;;;;;;;;
2;SAGDIR;MRI;sag;;;;;;;;;;;;;GD
2;axcte;MRI;ax;;;;;;;;;;;;;
2;3,47291E+15;MRI;;;;;;;;;;;;;;
2;STIRTSEC;MRI;;;;stir;;;;;;;;;;
2;IZQATSA;MRI;;;;;;;;;;;;;;
2;MPROb_Sag_RL_Average_sp30_th30;MRI;sag;;;;;;;;;;;;;
2;MPROb_Cor_AP_Average_sp30_th30;MRI;cor;;;;;;;;;;;;;
2;AXT2FATSAT2APNEAS;MRI;ax;;T2w;tse;;;;;;;;;;
2;2,32341E+23;MRI;;;;;;;;;;;;;;
2;MPROb_Ax_IS_Average_sp30_th30;MRI;ax;;;;;;;;;;;;;
2;AXIALINFSCUELLOC;MRI;ax;;;;;;;;;;;;;
2;SAGT1cervicaldorsal;MRI;sag;;T1w;;;;;;;;;;;
2;Ax3DFSPGRCAIS;MRI;ax;;;;3D;;;;;;;;;
2;3DMRCPRTrASSET;MRI;ax;;;;3D;;;;;;;;;
2;TransversalT1;MRI;ax;;T1w;;;;;;;;;;;
2;PosDisp17AXIALT2ME2DIPATCERVII;MRI;ax;;T2w;tse;;;;;;;;;;
2;PosDisp10AXIALT2ME2DIPATCERVII;MRI;ax;;T2w;tse;;;;;;;;;;
2;AxT13DFSPGR;MRI;ax;;T1w;;3D;;;;;;;;;
2;SAGITAL3DT18CH;MRI;sag;;T1w;;3D;;;;;;;;;
2;SAG3DFASEVENOSA;MRI;sag;;;;3D;;;;;;;;;
2;AXI3DVIBEGD;MRI;ax;;;;3D;;;;;;;;;GD
2;coronalT1MEMP;MRI;cor;;T1w;;;;;;;;;;;
2;TRAT1FSE;MRI;ax;;T1w;;;;;;;;;;;
2;VASCSENOVENOSO;MRI;;;;;;;;;;;;;;
2;MR3-mpraxialflair;MRI;ax;;;;;;;;;;;;;
2;AXIT1FSE;MRI;ax;;T1w;;;;;;;;;;;
2;SUB_S12S2_1;MRI;;;;;;;;;;;;;;
2;CORONAL3DT1EPILEPSIA;MRI;cor;;T1w;;3D;;;;;;;;;
2;SAGT1FSC;MRI;sag;;T1w;;;;;;;;;;;
2;T1TRAGD;MRI;ax;;T1w;;;;;;;;;;;GD
2;fl3d_ce_cor_MASCARA_TSA;MRI;cor;;;;3D;;;;;;;;;
2;axDP;MRI;ax;;;;;;;;;;;;;
2;SagT2PROPELLER;MRI;sag;;T2w;tse;;;;;;;;;;
2;CoronalEPILEPSIA;MRI;cor;;;;;;;;;;;;;
2;MR1-loc;MRI;;;;;;;;;;;;;;
2;TRAT2FSE;MRI;ax;;T2w;tse;;;;;;;;;;
2;SAGT1INFSGD;MRI;sag;;T1w;;;;;;;;;;;GD
2;HIGADO;MRI;;;;;;;;;;;;;;GD
2;SUB_S26S19_1;MRI;;;;;;;;;;;;;;
2;SAGT1ESQ;MRI;sag;;T1w;;;;;;;;;;;
2;TSACOR;MRI;cor;;;;;;;;;;;;;
2;CORONALT1TSEC;MRI;cor;;T1w;tse;;;;;;;;;;
2;AXIALFLAIR3MM;MRI;ax;;;;;;;;;;;;;
2;CORONALANGIOFLUORO;MRI;cor;;angio;;;;;;;;;;;
2;FTPh1TSAGADOMULTIFASE;MRI;sag;;;;;;;;;;;;;GD
2;SAGSTIRdorsallumbar;MRI;sag;;;stir;;;;;;;;;;
2;MR2-s3DI_MC_HR;MRI;;;;;3D;;;;;;;;;
2;3,12171E+14;MRI;;;;;;;;;;;;;;
2;AxT1dorsal;MRI;ax;;T1w;;;;;;;;;;;
2;T1W_SE_COR;MRI;cor;;T1w;;;;;;;;;;;
2;CORT1TSE;MRI;cor;;T1w;tse;;;;;;;;;;
2;3DMASCARA;MRI;;;;;3D;;;;;;;;;
2;MR2-SAGITALT1SE;MRI;sag;;T1w;;;;;;;;;;;
2;3,02521E+15;MRI;;;;;;;;;;;;;;
2;DIFUSINAXIAL3000;MRI;ax;;dwi;;;;;;;;;;;
2;3dTOFGD;MRI;;;;;3D;;;;;;;;;GD
2;SAGT1d;MRI;sag;;T1w;;;;;;;;;;;
2;SAGT1dorsalngd;MRI;sag;;T1w;;;;;;;;;;;GD
2;MR1-coronalt1;MRI;cor;;T1w;;;;;;;;;;;
2;SAGITALT1SEFSC;MRI;sag;;T1w;;;;;;;;;;;
2;SAGT2SSFSEBH;MRI;sag;;T2w;tse;;;;;;;;;;
2;T1TSEAXCAIS;MRI;ax;;T1w;tse;;;;;;;;;;
2;MPRRango6;MRI;;;;;;;;;;;;;;
2;MPRRango7;MRI;;;;;;;;;;;;;;
2;MPRRango8;MRI;;;;;;;;;;;;;;
2;DRCHTSA;MRI;;;;;;;;;;;;;;
2;Ax3DFSPGRFAMEORB;MRI;ax;;;;3D;;;;;;;;;
2;1,39571E+14;MRI;;;;;;;;;;;;;;
2;AXIALT2CERV;MRI;ax;;T2w;tse;;;;;;;;;;
2;AXI3DFIESTA;MRI;ax;;;;3D;;;;;;;;;
2;sagT1iZQGD;MRI;sag;;T1w;;;;;;;;;;;GD
2;SAGT1CERVICALC;MRI;sag;;T1w;;;;;;;;;;;
2;SAGTRUFI;MRI;sag;;;;;;;;;;;;;
2;CORT1202C;MRI;cor;;T1w;;;;;;;;;;;
2;3,16812E+15;MRI;;;;;;;;;;;;;;
2;MR1-mpraxialt2;MRI;ax;;T2w;tse;;;;;;;;;;
2;GDT1W_TSE;MRI;;;T1w;tse;;;;;;;;;;GD
2;SAGITALTRIGEMINODERECHO;MRI;sag;;;;;;;;;;;;;
2;AxialT2GRE;MRI;ax;;T2w;gre;;;;;;;;;;
2;DYNAMICSENSE;MRI;;;;;;;;;;;;;;
2;MultiPlanarReconstructionMPROb_Ax_SI_Average_sp50_th;MRI;ax;;;;;;;;;;;;;
2;TRUE_FISP_AXIAL;MRI;ax;;;;;;;;;;;;;
2;CORFSET2LTEMPORALES;MRI;cor;;T2w;tse;;;;;;;;;;
2;1,46371E+14;MRI;;;;;;;;;;;;;;
2;AXIALSTIRCUELLO;MRI;ax;;;stir;;;;;;;;;;
2;SAGITALT1TSEDORSfsgd;MRI;sag;;T1w;tse;;;;;;;;;;GD
2;3DVENASTRA;MRI;ax;;;;3D;;;;;;;;;
2;T1W_IRSENSE;MRI;;;T1w;;;;;;;;;;;
2;SAGSTIRcervicaldorsal;MRI;sag;;;stir;;;;;;;;;;
2;SAGT1MPRAGEGD;MRI;sag;;T1w;mprage;;;;;;;;;;GD
2;CORONALT1TSE;MRI;cor;;T1w;tse;;;;;;;;;;
2;3DVEN;MRI;;;;;3D;;;;;;;;;
2;HASTEDIFCOR384;MRI;cor;;dwi;haste;;;;;;;;;;
2;CORDIR;MRI;cor;;;;;;;;;;;;;
2;Ph1ANGIOTSAFT;MRI;;;angio;;;;;;;;;;;
2;Ax3DISOTROPICO;MRI;ax;;;;3D;;;;;;;;;
2;SAGITALT1SEGD;MRI;sag;;T1w;;;;;;;;;;;GD
2;AXIAL_IN_F_S__MAXILO;MRI;ax;;;;;;;;;;;;;
2;MR1-T2W_FFE;MRI;;;T2w;tse;;;;;;;;;;
2;CORT2frFSEAR;MRI;cor;;T2w;tse;;;;;;;;;;
2;T1W_MSTD;MRI;;;T1w;;;;;;;;;;;
2;AXIALINFSCUELLOGD;MRI;ax;;;;;;;;;;;;;GD
2;3,66191E+14;MRI;;;;;;;;;;;;;;
2;SagDPT2CERVICAL;MRI;sag;;T2w;tse;;;;;;;;;;GD
2;AXIALT2MAXILO;MRI;ax;;T2w;tse;;;;;;;;;;
2;SAG3DFASEARTERIAL;MRI;sag;;;;3D;;;;;;;;;
2;MR1-CORONALFLAIR;MRI;cor;;;;;;;;;;;;;
2;AXIALT1FSELUMBARGD;MRI;ax;;T1w;;;;;;;;;;;GD
2;SAGITALT1FSCERVICALCTE;MRI;sag;;T1w;;;;;;;;;;;
2;AXT1FAT;MRI;ax;;T1w;;;;;;;;;;;
2;2DTOFCOR;MRI;cor;;;;;;;;;;;;;
2;AXCINE20;MRI;ax;;;;;;;;;;;;;
2;AXT1FSPGR3D;MRI;ax;;T1w;;3D;;;;;;;;;
2;AxT1IR;MRI;ax;;T1w;;;;;;;;;;;
2;SAG3DFSPGRT1NUEVO;MRI;sag;;T1w;;3D;;;;;;;;;
2;VVSAGTRIDT1CLEAR;MRI;sag;;T1w;;;;;;;;;;;
2;VASCANEURISMALOS30SEG;MRI;;;;;;;;;;;;;;
2;SPGR3DAXMT;MRI;ax;;;;3D;;;;;;;;;
2;axial3d;MRI;ax;;;;3D;;;;;;;;;
2;AxLAVAXVCTE;MRI;ax;;;;;;;;;;;;;
2;MR1-AxT1FSEThinC;MRI;ax;;T1w;;;;;;;;;;;
2;AXIALT23mmjcmm;MRI;ax;;T2w;tse;;;;;;;;;;
2;DWIcor;MRI;cor;;dwi;;;;;;;;;;;
2;1,33551E+14;MRI;;;;;;;;;;;;;;
2;LOCSAGCERVICODORSAL;MRI;sag;;;;;;;;;;;;;
2;CORONALT1MAXILO;MRI;cor;;T1w;;;;;;;;;;;
2;SAGINFSgd;MRI;sag;;;;;;;;;;;;;GD
2;SAGITALT1BOCACERRADA;MRI;sag;;T1w;;;;;;;;;;;
2;CORONALFSET1FS;MRI;cor;;T1w;;;;;;;;;;;
2;SagT1CERC;MRI;sag;;T1w;;;;;;;;;;;
2;PELVIS;MRI;;;;;;;;;;;;;;
2;PROBESV32DCHO;MRI;;;;;;;;;;;;;;
2;DIFUSIONCOR;MRI;cor;;dwi;;;;;;;;;;;
2;CORT2FLAIRGDovist;MRI;cor;;T2w;tse;;;;;;;;;;GD
2;TRASTIR;MRI;ax;;;stir;;;;;;;;;;
2;MR1-T2W_TSE;MRI;;;T2w;tse;;;;;;;;;;
2;MR2-CORSSFSE;MRI;cor;;;;;;;;;;;;;
2;AXIALT1MEMPGD;MRI;ax;;T1w;;;;;;;;;;;GD
2;AXIALT1GAD;MRI;ax;;T1w;;;;;;;;;;;
2;AxFRFSET2GDovist;MRI;ax;;T2w;tse;;;;;;;;;;GD
2;3D_PCA_SAG;MRI;sag;;;;3D;;;;;;;;;
2;MR2-Ax3DFSPGRFAME;MRI;ax;;;;3D;;;;;;;;;
2;T2AXCuello;MRI;ax;;T2w;tse;;;;;;;;;;
2;3,20792E+15;MRI;;;;;;;;;;;;;;
2;SAGT1FSECTE;MRI;sag;;T1w;;;;;;;;;;;
2;AXIALT1FAT;MRI;ax;;T1w;;;;;;;;;;;
